Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT4G21200	2	19	7	0	3	2
AT4G21210	275	320	504	207	127	391
AT4G21213	0	0	1	4	0	0
AT4G21215	73	67	219	99	61	161
AT4G21216	0	0	0	0	1	0
AT4G21220	5	2	5	3	3	2
AT4G21230	0	0	1	0	5	2
AT4G21240	0	13	0	0	2	0
AT4G21250	0	3	0	0	0	0
AT4G21270	0	1	2	4	3	0
AT4G21280	1341	1303	2006	887	428	1249
AT4G21300	0	1	0	0	7	3
AT4G21310	2	6	3	0	0	2
AT4G21320	4	1	1	3	0	2
AT4G21323	0	3	0	0	0	0
AT4G21326	6	19	18	34	7	20
AT4G21330	1	47	0	11	32	0
AT4G21340	0	0	0	0	1	0
AT4G21350	14	22	34	16	3	46
AT4G21360	0	0	0	0	2	0
AT4G21363	0	0	0	0	1	0
AT4G21370	0	25	0	5	16	1
AT4G21380	69	36	147	162	70	202
AT4G21390	34	23	21	102	99	100
AT4G21400	8	11	20	80	45	98
AT4G21410	10	5	29	118	49	212
AT4G21420	0	2	7	8	0	3
AT4G21430	26	28	29	16	26	32
AT4G21440	11	23	30	43	14	70
AT4G21445	19	21	18	14	14	5
AT4G21450	175	138	260	201	94	314
AT4G21460	21	11	18	15	22	25
AT4G21470	29	24	41	60	17	37
AT4G21480	0	10	3	3	5	5
AT4G21490	0	1	0	0	0	0
AT4G21500	2	10	7	4	5	9
AT4G21510	14	2	11	1	4	10
AT4G21520	2	23	11	5	16	10
AT4G21530	3	4	7	3	0	9
AT4G21540	40	33	101	66	26	123
AT4G21550	6	0	6	2	6	4
AT4G21560	88	77	239	193	97	300
AT4G21570	364	316	666	464	286	719
AT4G21580	116	122	116	130	76	166
AT4G21585	5	5	2	2	6	5
AT4G21595	0	0	0	0	3	0
AT4G21600	0	9	0	0	0	0
AT4G21605	0	2	0	3	4	0
AT4G21610	4	13	20	25	6	32
AT4G21620	525	623	390	416	232	424
AT4G21640	0	0	1	0	0	0
AT4G21650	6	5	11	9	3	16
AT4G21660	376	368	618	555	264	693
AT4G21670	14	20	42	29	21	55
AT4G21680	12	20	18	71	21	77
AT4G21690	0	6	0	0	0	0
AT4G21700	14	16	25	5	4	37
AT4G21705	24	25	16	24	20	12
AT4G21710	91	75	88	84	66	133
AT4G21720	23	57	55	47	21	96
AT4G21730	2	6	4	3	3	1
AT4G21740	25	10	37	8	19	59
AT4G21745	0	9	0	8	16	2
AT4G21750	57	69	70	65	39	36
AT4G21760	3	4	9	1	0	10
AT4G21770	8	13	26	14	2	11
AT4G21780	8	0	3	1	11	10
AT4G21790	131	122	216	171	136	275
AT4G21800	61	66	101	83	38	103
AT4G21810	139	114	155	185	93	253
AT4G21820	0	0	0	0	3	0
AT4G21830	0	1	15	26	4	25
AT4G21840	3	0	5	6	0	7
AT4G21850	34	36	127	169	52	253
AT4G21860	200	185	1067	268	134	771
AT4G21865	0	5	1	5	6	2
AT4G21870	3	6	13	28	12	17
AT4G21880	1	0	6	0	1	5
AT4G21890	7	0	4	0	0	2
AT4G21900	13	13	36	25	20	55
AT4G21902	0	3	0	4	2	0
AT4G21903	0	1	5	7	1	7
AT4G21910	74	94	172	136	63	228
AT4G21920	32	16	17	89	58	47
AT4G21930	3	2	1	1	0	1
AT4G21940	25	11	37	10	12	34
AT4G21960	2268	2683	6084	2458	686	3176
AT4G21970	0	2	1	1	0	1
AT4G21980	91	68	116	144	85	147
AT4G21990	147	171	155	68	104	124
AT4G22000	117	146	62	83	29	49
AT4G22010	27	46	54	24	32	28
AT4G22020	3	66	25	59	38	30
AT4G22030	10	0	0	0	0	1
AT4G22060	0	0	0	0	2	0
AT4G22070	3	4	6	10	13	39
AT4G22080	0	8	0	0	0	0
AT4G22105	0	1	0	0	1	0
AT4G22110	0	0	0	0	2	0
AT4G22120	7	1	10	2	6	2
AT4G22130	20	28	24	6	2	22
AT4G22140	43	56	60	39	20	86
AT4G22150	69	83	70	83	227	68
AT4G22160	1	14	4	4	3	4
AT4G22170	0	0	0	1	0	0
AT4G22190	41	65	133	47	43	187
AT4G22200	58	76	122	27	45	58
AT4G22212	0	3	0	0	2	0
AT4G22214	2	35	1	0	17	0
AT4G22220	261	261	288	240	124	420
AT4G22230	0	4	2	2	0	0
AT4G22235	0	0	0	0	3	0
AT4G22240	516	438	744	480	269	996
AT4G22250	1	8	5	2	0	7
AT4G22260	134	73	118	148	85	138
AT4G22270	9	5	18	11	11	23
AT4G22280	0	0	0	3	0	1
AT4G22285	37	29	29	29	8	18
AT4G22290	27	23	87	25	41	68
AT4G22300	40	8	42	43	29	81
AT4G22310	140	171	331	287	122	520
AT4G22320	29	45	9	34	15	23
AT4G22330	124	114	168	173	73	220
AT4G22340	38	35	27	40	15	26
AT4G22350	15	17	11	14	5	21
AT4G22360	53	81	126	73	73	154
AT4G22380	5	21	19	21	8	15
AT4G22390	0	2	2	0	0	0
AT4G22415	0	1	0	0	0	0
AT4G22430	0	3	0	0	0	0
AT4G22460	0	5	1	2	9	4
AT4G22470	3014	4322	4407	12749	11545	44497
AT4G22485	3	112	16	52	44	11
AT4G22490	6	37	0	11	47	0
AT4G22505	0	41	4	20	13	1
AT4G22520	0	1	0	3	1	1
AT4G22530	28	25	41	72	39	145
AT4G22540	90	96	102	78	59	96
AT4G22545	0	0	2	0	0	0
AT4G22550	26	56	34	41	23	47
AT4G22560	0	7	6	0	0	2
AT4G22570	6	2	12	5	6	7
AT4G22580	39	53	223	83	123	197
AT4G22600	0	4	0	0	1	0
AT4G22610	0	14	0	8	9	0
AT4G22620	4	3	8	0	0	6
AT4G22660	0	0	1	0	0	0
AT4G22666	0	1	0	0	0	0
AT4G22670	254	221	364	241	154	370
AT4G22680	0	4	0	1	3	1
AT4G22690	74	108	94	94	47	129
AT4G22700	0	6	0	0	5	0
AT4G22710	5	8	2	2	13	8
AT4G22720	12	18	37	15	8	47
AT4G22730	11	7	28	2	9	10
AT4G22740	118	97	128	150	49	172
AT4G22745	17	19	4	7	4	9
AT4G22750	52	28	95	57	30	90
AT4G22753	11	18	44	15	15	33
AT4G22756	47	47	89	23	42	67
AT4G22760	0	5	3	2	1	2
AT4G22770	4	6	27	25	18	17
AT4G22780	12	25	10	63	30	23
AT4G22790	4	0	3	3	2	7
AT4G22800	0	0	0	0	3	0
AT4G22810	0	7	0	1	0	1
AT4G22820	93	70	75	123	92	115
AT4G22830	38	37	92	58	15	55
AT4G22840	11	13	28	19	10	35
AT4G22850	15	13	18	13	6	8
AT4G22860	0	2	1	2	0	1
AT4G22880	0	0	2	0	1	3
AT4G22890	544	389	1055	233	116	397
AT4G22900	0	1	3	8	1	0
AT4G22910	12	18	23	18	25	51
AT4G22920	47	32	22	22	14	23
AT4G22930	35	46	65	50	13	68
AT4G22940	0	0	3	0	0	3
AT4G22950	6	11	10	16	6	9
AT4G22960	0	4	1	7	1	1
AT4G22970	5	0	0	14	1	6
AT4G22980	20	15	44	51	11	64
AT4G22990	19	32	87	32	24	35
AT4G23000	5	9	4	18	0	3
AT4G23010	96	75	96	179	149	221
AT4G23020	8	27	12	2	6	3
AT4G23030	21	1	21	30	27	44
AT4G23040	94	57	86	72	31	107
AT4G23050	91	100	80	125	57	103
AT4G23060	80	87	196	70	49	181
AT4G23070	0	9	0	0	10	1
AT4G23080	0	0	1	1	0	0
AT4G23100	288	368	309	335	139	258
AT4G23103	0	1	0	0	0	0
AT4G23110	0	0	0	0	3	0
AT4G23120	0	4	0	3	11	0
AT4G23130	42	24	78	41	34	92
AT4G23140	20	11	73	36	19	65
AT4G23150	17	13	25	61	11	104
AT4G23160	5	1	7	2	6	2
AT4G23170	124	95	302	244	128	357
AT4G23180	63	30	224	81	48	196
AT4G23190	26	24	20	66	43	178
AT4G23200	17	35	42	25	18	36
AT4G23210	369	234	893	962	775	2432
AT4G23215	11	3	12	75	34	70
AT4G23220	41	9	64	86	42	168
AT4G23230	12	12	34	47	17	80
AT4G23240	1	0	6	0	1	6
AT4G23250	20	35	66	56	17	98
AT4G23260	66	26	110	115	74	386
AT4G23270	93	59	170	324	174	255
AT4G23271	2	0	1	0	0	6
AT4G23280	5	0	2	14	3	27
AT4G23290	135	67	147	240	147	426
AT4G23300	52	82	106	248	172	401
AT4G23310	0	8	0	4	2	2
AT4G23320	0	0	1	3	3	5
AT4G23330	11	27	15	7	3	15
AT4G23380	0	0	0	1	4	0
AT4G23400	177	94	98	34	32	41
AT4G23410	1	10	2	4	2	1
AT4G23420	12	4	5	21	8	4
AT4G23430	19	31	36	33	12	35
AT4G23440	17	18	15	31	22	26
AT4G23450	4	4	13	7	4	10
AT4G23460	69	43	220	189	56	344
AT4G23470	626	466	990	1316	1079	1939
AT4G23490	13	23	20	9	16	24
AT4G23493	0	0	0	0	0	1
AT4G23500	26	34	49	19	18	41
AT4G23515	0	1	0	0	0	0
AT4G23520	0	1	0	0	1	1
AT4G23530	26	44	59	49	25	62
AT4G23540	5	3	43	13	6	90
AT4G23550	6	19	23	138	69	369
AT4G23560	0	12	0	0	1	0
AT4G23570	63	48	133	159	57	232
AT4G23600	1049	1122	3608	1180	514	2284
AT4G23610	9	5	51	29	10	111
AT4G23620	25	20	42	30	62	46
AT4G23630	362	446	404	340	181	452
AT4G23640	58	54	139	62	53	144
AT4G23650	192	141	395	262	162	548
AT4G23660	2	9	11	15	9	11
AT4G23670	846	844	1351	622	183	658
AT4G23680	8	30	25	30	10	56
AT4G23690	5	20	5	4	5	4
AT4G23700	3	15	7	37	21	84
AT4G23710	73	48	127	146	68	142
AT4G23720	0	0	0	6	2	0
AT4G23730	26	63	45	46	38	50
AT4G23740	24	49	57	15	4	28
AT4G23750	6	18	40	6	12	20
AT4G23760	19	7	17	6	9	21
AT4G23770	4	5	1	0	0	1
AT4G23780	0	3	0	4	1	0
AT4G23790	18	15	28	4	10	11
AT4G23800	18	6	2	7	0	3
AT4G23810	77	28	80	201	166	447
AT4G23820	89	103	131	53	27	76
AT4G23840	15	11	28	24	20	28
AT4G23850	399	295	337	717	400	799
AT4G23860	10	35	27	21	33	27
AT4G23870	12	71	4	29	35	1
AT4G23880	12	14	6	0	11	4
AT4G23882	0	4	1	1	0	2
AT4G23885	34	22	13	46	29	67
AT4G23890	600	620	531	262	114	319
AT4G23895	14	7	32	9	6	20
AT4G23900	3	10	4	6	3	6
AT4G23910	38	46	34	28	14	42
AT4G23920	22	25	22	13	23	19
AT4G23930	3	16	17	4	11	10
AT4G23940	16	37	62	19	19	35
AT4G23950	7	1	6	0	3	12
AT4G23980	25	34	49	42	35	51
AT4G23990	13	10	63	11	19	23
AT4G24000	8	49	14	44	44	35
AT4G24010	3	2	16	1	0	11
AT4G24015	33	21	75	98	143	90
AT4G24020	67	55	162	109	57	211
AT4G24026	0	0	2	1	0	2
AT4G24040	67	34	69	66	63	125
AT4G24050	8	4	12	12	7	6
AT4G24060	43	54	92	73	42	131
AT4G24080	0	1	0	4	0	1
AT4G24090	59	77	66	22	25	53
AT4G24100	34	19	46	42	20	58
AT4G24110	79	81	44	225	107	135
AT4G24120	39	19	32	39	15	37
AT4G24130	40	80	50	57	39	107
AT4G24140	0	6	2	0	0	3
AT4G24160	49	34	50	44	52	83
AT4G24170	1	0	1	0	13	0
AT4G24175	0	3	18	5	6	11
AT4G24180	0	0	1	2	7	0
AT4G24190	813	556	1543	1501	738	2423
AT4G24200	36	52	64	62	32	85
AT4G24204	0	8	1	2	0	0
AT4G24210	15	56	23	17	28	27
AT4G24220	1891	1732	1219	1742	551	1908
AT4G24230	172	111	50	154	53	120
AT4G24231	0	0	0	0	0	2
AT4G24240	16	66	35	113	67	199
AT4G24250	1	3	5	0	1	4
AT4G24260	0	2	0	0	4	0
AT4G24270	15	13	50	25	9	59
AT4G24275	4	2	10	1	1	6
AT4G24280	292	322	263	311	125	265
AT4G24290	89	67	112	129	70	129
AT4G24310	0	0	0	0	10	11
AT4G24320	4	1	2	2	2	5
AT4G24330	128	87	237	194	78	322
AT4G24340	9	8	8	15	4	17
AT4G24350	277	266	797	939	408	1097
AT4G24370	26	9	51	17	23	35
AT4G24380	34	17	38	52	43	83
AT4G24390	10	16	28	16	11	41
AT4G24400	70	27	39	75	55	69
AT4G24415	0	7	4	9	15	2
AT4G24430	0	3	0	0	4	1
AT4G24440	25	27	27	32	9	44
AT4G24450	4	7	7	12	9	22
AT4G24460	85	144	145	142	112	171
AT4G24470	65	40	123	40	12	130
AT4G24480	20	22	15	11	26	17
AT4G24490	30	17	54	18	16	57
AT4G24500	11	3	42	13	18	45
AT4G24510	65	64	95	59	5	27
AT4G24520	117	132	142	217	130	287
AT4G24530	19	17	25	14	14	17
AT4G24540	43	73	46	34	17	21
AT4G24550	68	92	121	103	21	158
AT4G24560	67	38	152	34	29	167
AT4G24570	85	46	51	84	114	194
AT4G24580	0	1	2	1	6	2
AT4G24590	35	37	27	31	23	25
AT4G24610	8	7	10	7	0	4
AT4G24620	146	129	320	174	92	244
AT4G24630	46	47	36	55	47	41
AT4G24640	0	0	0	0	0	1
AT4G24660	70	65	42	38	30	26
AT4G24670	9	20	2	0	11	0
AT4G24680	82	80	168	117	98	245
AT4G24690	635	548	601	889	461	1033
AT4G24700	3	8	6	7	4	3
AT4G24710	0	1	3	0	3	2
AT4G24730	9	5	18	11	10	18
AT4G24740	56	98	105	110	43	112
AT4G24750	59	92	208	24	19	56
AT4G24760	18	10	15	19	15	8
AT4G24770	837	847	1888	564	197	1024
AT4G24780	16	30	116	29	9	29
AT4G24790	8	7	5	4	0	4
AT4G24800	156	98	166	112	39	213
AT4G24805	124	124	400	122	217	484
AT4G24810	38	8	56	20	14	21
AT4G24820	180	201	328	240	160	583
AT4G24830	37	46	80	71	30	78
AT4G24840	26	49	111	93	82	174
AT4G24860	0	0	1	3	3	0
AT4G24880	17	9	32	15	15	33
AT4G24890	0	0	0	0	3	0
AT4G24900	17	3	14	18	4	9
AT4G24910	1	9	2	9	2	1
AT4G24920	181	235	206	454	250	356
AT4G24930	405	401	1553	435	326	1342
AT4G24940	28	23	57	42	24	74
AT4G24950	0	2	0	0	0	1
AT4G24960	269	256	550	283	306	364
AT4G24970	11	18	21	12	6	23
AT4G24972	10	74	37	39	32	30
AT4G24974	0	2	0	0	4	0
AT4G24975	0	0	0	0	3	0
AT4G24990	75	79	71	98	56	108
AT4G25000	16	17	33	20	9	24
AT4G25010	0	0	0	0	4	0
AT4G25020	3	9	14	15	4	17
AT4G25030	459	441	1192	1175	810	2558
AT4G25050	435	528	571	293	222	226
AT4G25070	9	7	16	24	21	46
AT4G25080	420	323	685	265	104	365
AT4G25090	0	2	1	3	0	0
AT4G25100	781	514	2716	693	296	2781
AT4G25110	20	13	99	85	35	360
AT4G25120	6	8	7	2	4	13
AT4G25130	1044	895	2044	1111	527	1561
AT4G25150	0	0	1	6	6	0
AT4G25160	0	15	0	8	1	2
AT4G25170	108	75	57	84	33	60
AT4G25180	6	31	18	34	14	25
AT4G25190	0	0	0	2	0	0
AT4G25200	0	11	0	3	0	1
AT4G25210	47	46	41	65	35	79
AT4G25220	0	0	0	2	0	0
AT4G25225	2	3	10	16	2	9
AT4G25230	42	42	120	68	43	185
AT4G25240	0	11	1	1	4	1
AT4G25250	0	2	0	0	0	0
AT4G25260	22	11	8	12	8	5
AT4G25270	8	8	11	4	6	15
AT4G25280	17	18	11	23	8	34
AT4G25290	18	34	21	21	6	15
AT4G25300	15	18	20	12	7	17
AT4G25315	3	2	10	2	4	7
AT4G25320	23	139	32	40	67	32
AT4G25340	74	91	89	94	76	148
AT4G25350	0	0	9	22	7	75
AT4G25360	34	17	21	39	26	46
AT4G25370	98	71	228	125	108	185
AT4G25380	0	1	1	0	3	1
AT4G25390	100	108	52	139	67	124
AT4G25410	3	2	0	0	0	0
AT4G25420	5	3	11	0	2	1
AT4G25430	0	1	0	0	0	0
AT4G25433	5	4	11	2	2	6
AT4G25434	2	2	5	4	12	13
AT4G25440	21	43	13	22	38	25
AT4G25450	81	81	105	62	30	70
AT4G25470	4	0	2	0	2	1
AT4G25480	8	16	15	2	6	6
AT4G25490	6	0	3	1	7	1
AT4G25500	145	181	206	168	93	230
AT4G25510	0	0	3	0	3	3
AT4G25515	8	11	18	25	8	24
AT4G25520	14	35	54	38	23	109
AT4G25530	0	0	0	0	4	0
AT4G25540	4	5	1	0	1	1
AT4G25550	90	49	217	124	100	256
AT4G25560	0	2	1	0	0	1
AT4G25570	298	365	378	257	132	332
AT4G25580	0	4	1	0	0	0
AT4G25600	0	1	14	0	3	3
AT4G25610	18	21	28	21	15	35
AT4G25620	51	33	104	52	47	105
AT4G25630	24	32	192	34	37	244
AT4G25640	294	345	366	493	177	571
AT4G25650	287	192	850	317	147	958
AT4G25660	103	102	101	92	54	69
AT4G25680	36	28	87	61	23	92
AT4G25700	63	77	96	48	22	59
AT4G25707	0	0	0	0	0	1
AT4G25710	13	7	9	13	4	10
AT4G25720	36	30	33	95	19	51
AT4G25730	268	306	247	393	158	308
AT4G25740	62	50	99	49	44	68
AT4G25750	4	7	1	0	4	1
AT4G25760	1	0	1	0	0	2
AT4G25770	24	26	70	42	11	123
AT4G25780	10	8	3	1	2	3
AT4G25800	15	24	17	2	30	26
AT4G25810	35	45	39	56	56	92
AT4G25830	15	22	17	7	13	10
AT4G25835	46	44	29	121	50	160
AT4G25840	22	16	75	53	30	130
AT4G25845	6	19	2	41	44	74
AT4G25850	5	4	3	4	5	6
AT4G25860	0	0	0	0	1	0
AT4G25870	7	9	23	17	13	17
AT4G25880	100	95	91	81	111	125
AT4G25885	0	0	0	2	3	0
AT4G25890	44	40	60	77	59	75
AT4G25900	87	79	98	141	94	252
AT4G25910	33	66	90	31	72	45
AT4G25920	0	0	1	0	0	0
AT4G25940	70	46	147	69	62	190
AT4G25950	0	6	0	0	1	0
AT4G25960	41	45	139	60	29	70
AT4G25970	102	72	161	120	44	165
AT4G25980	2	2	2	1	1	1
AT4G25990	2	15	6	5	4	6
AT4G26000	60	58	57	50	48	84
AT4G26010	0	7	0	0	5	2
AT4G26020	0	0	0	0	0	2
AT4G26040	0	4	0	0	0	0
AT4G26050	2	21	0	28	65	20
AT4G26055	0	1	2	0	0	13
AT4G26060	43	21	64	69	30	82
AT4G26070	40	23	179	63	17	154
AT4G26080	415	285	152	458	219	297
AT4G26090	13	1	5	2	1	4
AT4G26100	50	51	93	46	63	113
AT4G26110	142	198	222	128	89	308
AT4G26120	5	0	10	4	1	12
AT4G26130	284	312	1188	342	160	924
AT4G26140	8	36	16	24	40	30
AT4G26150	11	19	46	9	3	20
AT4G26160	50	27	86	42	34	97
AT4G26170	0	0	0	4	0	0
AT4G26180	9	5	10	22	2	7
AT4G26190	231	323	180	201	137	245
AT4G26200	1	0	2	28	44	29
AT4G26210	32	24	36	50	19	70
AT4G26220	0	0	1	0	0	0
AT4G26230	291	566	588	424	311	641
AT4G26240	16	12	14	15	4	27
AT4G26250	0	0	0	2	0	0
AT4G26255	0	12	3	2	21	4
AT4G26260	0	6	1	0	0	1
AT4G26270	53	47	60	50	23	41
AT4G26288	0	8	1	1	0	0
AT4G26300	53	32	172	70	35	198
AT4G26310	31	25	26	40	24	36
AT4G26360	0	3	0	2	0	1
AT4G26365	0	0	1	0	0	0
AT4G26370	81	77	386	34	15	138
AT4G26380	0	1	0	0	1	0
AT4G26390	0	0	0	0	0	1
AT4G26400	44	44	33	47	56	64
AT4G26410	44	40	66	85	27	76
AT4G26420	0	3	0	0	0	0
AT4G26430	9	20	31	6	11	30
AT4G26450	31	40	38	65	46	59
AT4G26455	41	41	33	31	22	48
AT4G26460	0	0	0	0	4	0
AT4G26466	0	0	1	0	0	0
AT4G26470	8	6	3	6	16	13
AT4G26480	35	39	87	43	18	99
AT4G26488	2	2	0	0	2	0
AT4G26500	78	68	145	85	41	106
AT4G26510	99	51	84	97	26	79
AT4G26520	31	36	87	10	5	34
AT4G26530	1057	899	2937	411	144	994
AT4G26540	68	76	82	14	18	28
AT4G26550	13	2	45	29	9	48
AT4G26555	89	64	54	72	18	41
AT4G26560	0	0	0	0	7	0
AT4G26570	27	44	66	70	32	59
AT4G26580	0	6	1	0	11	1
AT4G26590	15	25	31	9	4	34
AT4G26600	2	23	61	19	17	53
AT4G26610	49	25	46	61	27	61
AT4G26620	26	26	30	9	6	29
AT4G26630	2010	2136	1370	1520	662	1595
AT4G26640	49	39	148	53	24	148
AT4G26650	27	62	72	38	47	83
AT4G26660	0	15	0	6	4	1
AT4G26670	81	64	181	67	28	124
AT4G26680	0	1	2	2	0	3
AT4G26690	278	193	486	237	201	579
AT4G26700	132	109	191	94	50	160
AT4G26701	0	3	1	1	1	0
AT4G26710	193	129	389	164	94	357
AT4G26720	15	46	74	46	32	86
AT4G26730	0	0	0	2	6	1
AT4G26740	0	3	0	0	0	0
AT4G26750	176	150	181	194	134	345
AT4G26760	21	5	26	13	14	11
AT4G26780	30	55	70	55	31	94
AT4G26790	0	0	3	1	0	0
AT4G26795	0	0	3	0	1	0
AT4G26800	0	0	2	1	0	0
AT4G26810	2	0	13	17	0	20
AT4G26820	0	6	0	0	1	0
AT4G26830	4	14	4	0	10	2
AT4G26840	73	69	218	110	96	180
AT4G26850	272	219	375	295	117	287
AT4G26860	57	47	38	37	8	18
AT4G26870	78	76	118	94	67	143
AT4G26890	2	6	2	6	19	7
AT4G26900	73	74	62	67	18	65
AT4G26910	108	85	355	316	149	620
AT4G26920	0	0	0	0	3	0
AT4G26930	0	0	2	0	0	1
AT4G26940	30	52	89	82	34	176
AT4G26950	0	2	6	5	0	6
AT4G26960	0	0	7	1	1	4
AT4G26965	24	29	26	48	22	32
AT4G26970	227	169	667	783	373	1738
AT4G26980	23	32	14	24	0	13
AT4G26990	14	24	33	35	23	54
AT4G27000	106	111	209	111	106	265
AT4G27010	0	4	18	8	8	35
AT4G27020	26	15	52	38	12	51
AT4G27030	34	21	65	24	8	24
AT4G27040	11	37	22	26	30	32
AT4G27050	6	19	14	15	8	15
AT4G27060	27	45	67	48	18	82
AT4G27070	24	11	71	83	42	132
AT4G27080	36	19	100	55	31	95
AT4G27090	266	291	221	325	220	302
AT4G27100	26	13	21	18	17	15
AT4G27120	55	68	41	67	28	68
AT4G27130	376	292	2109	963	528	1698
AT4G27140	0	3	2	4	0	1
AT4G27150	0	0	2	2	0	0
AT4G27160	0	0	0	0	1	0
AT4G27170	0	5	0	0	0	0
AT4G27180	38	40	54	22	13	39
AT4G27220	0	3	0	0	2	0
AT4G27230	25	30	28	11	23	15
AT4G27240	13	20	15	22	14	11
AT4G27260	9	20	9	27	13	22
AT4G27270	2	0	7	9	0	4
AT4G27280	213	65	51	75	121	82
AT4G27290	0	11	0	0	0	2
AT4G27300	3	6	15	47	10	11
AT4G27310	25	63	29	30	20	21
AT4G27320	100	84	222	125	101	234
AT4G27340	25	50	69	35	16	66
AT4G27350	8	19	9	9	14	23
AT4G27360	0	0	1	0	0	1
AT4G27370	2	0	2	0	3	0
AT4G27380	26	49	42	41	36	73
AT4G27390	69	74	81	74	21	67
AT4G27410	100	75	48	165	78	210
AT4G27415	0	1	0	0	1	0
AT4G27430	85	62	114	51	27	53
AT4G27435	1	1	16	12	4	21
AT4G27440	1186	974	5253	692	459	2657
AT4G27450	141	50	16	63	39	32
AT4G27460	2	16	5	1	12	7
AT4G27470	114	64	312	170	114	357
AT4G27480	0	7	7	6	6	5
AT4G27490	0	8	15	6	10	11
AT4G27500	446	407	1225	758	296	1956
AT4G27510	0	0	0	0	1	1
AT4G27520	995	1287	4254	954	828	2410
AT4G27530	0	5	2	4	1	2
AT4G27540	7	23	113	28	16	150
AT4G27550	0	7	0	0	5	0
AT4G27560	37	45	126	59	37	122
AT4G27580	0	0	1	0	2	0
AT4G27585	49	105	155	66	88	247
AT4G27590	0	4	0	0	0	0
AT4G27595	6	10	7	7	5	5
AT4G27600	281	205	761	264	220	527
AT4G27610	23	55	28	25	13	36
AT4G27620	42	53	62	34	40	64
AT4G27630	1	1	1	3	0	5
AT4G27640	27	43	60	53	25	111
AT4G27650	15	26	58	19	18	61
AT4G27652	10	9	12	8	2	15
AT4G27654	4	9	5	3	9	5
AT4G27657	24	9	22	9	24	26
AT4G27660	1	5	1	1	0	4
AT4G27670	0	0	1	0	0	0
AT4G27680	39	27	29	39	17	39
AT4G27690	20	33	41	24	16	61
AT4G27700	140	168	339	94	52	218
AT4G27710	131	68	106	98	83	99
AT4G27720	67	43	125	55	21	85
AT4G27730	18	36	29	48	23	124
AT4G27740	116	74	148	126	70	195
AT4G27745	21	4	18	5	5	9
AT4G27750	24	17	78	25	6	99
AT4G27760	22	20	72	23	18	60
AT4G27780	6	14	17	14	15	28
AT4G27790	0	0	0	0	2	0
AT4G27800	445	337	581	287	155	462
AT4G27810	0	1	0	0	0	0
AT4G27820	57	81	138	34	19	50
AT4G27830	154	141	239	204	143	215
AT4G27840	19	22	15	15	8	22
AT4G27850	1	4	2	8	6	6
AT4G27860	23	15	72	78	30	112
AT4G27870	90	135	160	220	165	335
AT4G27880	64	21	39	43	18	45
AT4G27890	0	5	0	4	0	0
AT4G27900	18	62	41	73	30	51
AT4G27910	5	12	12	14	7	21
AT4G27940	12	10	8	7	26	20
AT4G27950	0	63	9	27	70	10
AT4G27960	240	254	339	264	221	515
AT4G27970	7	26	11	18	18	23
AT4G27980	2	4	0	0	2	0
AT4G27990	767	720	2326	936	728	1817
AT4G28000	0	0	0	0	1	0
AT4G28005	0	0	0	1	0	0
AT4G28010	3	0	0	3	0	0
AT4G28020	3	8	4	6	6	15
AT4G28025	112	152	146	93	47	105
AT4G28030	98	97	171	53	35	147
AT4G28040	3	3	4	0	5	0
AT4G28050	6	13	70	23	9	36
AT4G28060	50	60	61	72	33	78
AT4G28070	7	7	18	1	0	10
AT4G28080	317	464	1092	178	114	554
AT4G28085	15	7	6	48	15	36
AT4G28088	0	1	1	0	0	2
AT4G28100	22	63	116	66	28	110
AT4G28110	0	0	0	0	0	2
AT4G28140	41	104	199	103	66	376
AT4G28150	4	91	14	27	23	48
AT4G28160	10	9	1	3	0	5
AT4G28170	0	6	1	5	0	4
AT4G28180	15	24	40	21	8	32
AT4G28190	11	12	6	7	12	0
AT4G28200	34	14	31	34	24	43
AT4G28210	16	45	69	17	4	46
AT4G28220	4	11	16	13	14	19
AT4G28230	2	5	3	4	5	1
AT4G28240	95	66	41	52	12	28
AT4G28250	3	12	16	5	4	7
AT4G28260	31	44	55	78	49	88
AT4G28270	42	38	101	46	115	148
AT4G28280	7	3	0	8	2	3
AT4G28290	66	25	36	57	68	63
AT4G28300	546	472	1555	844	531	2627
AT4G28310	0	2	0	2	2	1
AT4G28320	3	4	5	2	1	3
AT4G28330	5	0	2	2	0	3
AT4G28340	3	3	0	1	9	1
AT4G28350	126	154	32	204	124	218
AT4G28360	17	21	35	11	12	20
AT4G28370	26	29	31	52	13	45
AT4G28390	17	7	21	25	22	26
AT4G28395	0	0	0	1	0	0
AT4G28400	73	58	90	71	49	133
AT4G28410	0	5	0	3	0	1
AT4G28420	0	0	0	1	0	7
AT4G28430	1	4	1	0	0	0
AT4G28440	71	46	50	48	32	62
AT4G28450	12	22	48	35	18	65
AT4G28460	0	24	3	6	41	4
AT4G28470	58	35	94	65	54	115
AT4G28480	82	84	134	182	66	240
AT4G28485	7	5	4	0	0	1
AT4G28490	51	32	119	96	39	169
AT4G28500	2	0	3	0	3	2
AT4G28510	55	20	92	20	37	90
AT4G28520	0	2	0	0	3	0
AT4G28530	0	2	1	9	6	1
AT4G28540	77	32	97	60	48	159
AT4G28550	26	22	25	41	22	43
AT4G28556	0	0	0	1	4	0
AT4G28560	0	0	6	0	5	3
AT4G28570	144	129	148	231	88	269
AT4G28580	0	1	1	0	0	0
AT4G28590	11	26	37	7	13	34
