idRefSeq	N8	T8	N33	T33	N51	T51
NM_020144	64	102	83	145	186	132
NM_001136538	230	312	320	554	776	445
NM_025247	230	311	320	554	776	444
NM_020463	889	867	1266	2197	1761	2125
NM_001007075	182	104	216	376	714	823
NM_032295	172	218	195	338	521	517
NM_181575	380	666	491	853	1032	1032
NM_033290	239	291	326	505	486	694
NM_006141	1083	1310	1395	2094	2676	3124
NM_017813	1190	1440	1261	1886	3836	4011
NM_007118	1447	1753	1436	3939	6379	4234
NM_032924	238	288	390	517	593	662
NM_002533	148	180	288	244	412	477
NM_031471	139	169	96	176	547	167
NM_001273	2832	3436	2042	3829	6271	5469
NM_001135702	596	722	682	555	889	3152
NM_014415	420	510	714	745	861	1263
NM_145049	176	213	304	319	509	559
NM_178564	358	435	427	610	919	1474
NM_001039650	56	68	119	48	137	194
NM_033055	392	477	432	383	655	1091
NM_001606	348	421	368	1738	1069	298
NM_212533	346	421	369	1730	1059	298
NM_014802	277	336	591	669	839	895
NM_001040152	196	5	109	836	267	274
NM_015068	196	5	109	836	267	274
NM_001135191	291	293	364	683	918	942
NM_003887	292	295	366	686	925	948
NM_015207	249	317	265	389	451	461
NM_001078651	166	242	217	236	263	269
NM_024936	79	101	132	152	176	180
NR_023343	156	255	1251	1288	1071	1099
NM_020662	160	335	261	224	383	391
NR_002921	840	2207	12144	7886	8978	9175
NM_133259	1325	1420	1676	3381	2652	2707
NM_138775	74	114	157	103	251	256
NM_012287	813	900	1187	2342	1906	1955
NM_001017917	376	766	370	388	677	693
NM_145003	74	176	136	202	176	180
NM_014661	1074	1080	773	1520	2388	2438
NR_004403	472	901	3823	1376	1270	1303
NR_002954	383	805	7758	4443	2067	2115
NM_001081003	75	83	45	154	196	200
NM_000400	72	93	101	92	177	181
NM_016046	40	52	83	117	130	133
NM_020890	77	129	207	290	225	230
NM_017654	953	504	1124	1962	1499	6876
NM_006701	120	310	131	229	432	188
NM_006180	381	878	669	1169	806	309
NM_001018064	381	878	669	1169	806	309
NM_025161	481	732	414	723	1519	1052
NM_001015885	63	21	127	222	160	192
NM_001135993	336	602	451	789	758	400
NM_001135822	268	416	225	394	677	330
NM_001033028	996	1277	929	1620	2450	2160
NM_001127394	71	72	96	168	157	218
NM_003416	110	129	133	233	366	539
NM_014687	468	733	422	737	1332	1143
NM_018669	211	326	162	284	400	330
NM_014771	936	1402	680	1184	2178	2119
NM_006406	157	338	183	319	442	404
NM_183238	153	102	195	342	425	462
NM_014250	239	308	379	662	703	637
NM_003799	478	619	526	918	1140	866
NM_001012968	81	9	148	259	168	295
NM_015990	181	102	216	378	709	820
NM_212469	75	222	63	111	341	180
NM_006879	92	196	121	212	256	242
NM_001277	75	222	63	111	342	189
NM_002743	475	767	430	752	1176	862
NM_013299	21	114	34	60	63	64
NM_198045	103	130	137	239	360	293
NM_001129	887	1081	818	1549	6834	2751
NM_030630	45	55	27	64	167	33
NM_006109	544	664	552	1081	1220	843
NM_001039619	544	664	552	1081	1221	844
NM_001042530	381	464	305	523	625	767
NM_015229	1560	1903	1111	3188	1876	1261
NM_015179	551	671	561	1421	1282	981
NM_001042532	356	434	295	508	602	725
NM_001098624	238	291	326	505	482	694
NM_001009960	471	574	860	992	1346	1694
NM_001085368	471	574	861	992	1348	1699
NM_006510	357	436	302	630	920	890
NM_153812	185	226	151	395	358	314
NM_002745	1347	1644	1422	2816	3184	3238
NM_016022	682	835	682	1169	1585	1727
NM_024908	79	97	89	167	197	176
NM_017807	94	115	135	291	241	151
NM_024958	94	115	92	283	421	275
NM_032790	62	76	67	297	307	179
NM_001003716	154	188	183	1322	339	307
NM_022760	142	174	150	527	801	202
NM_002650	150	184	153	271	637	414
NM_014902	430	524	446	1054	1913	1094
NM_013260	256	313	375	1879	673	554
NM_015454	141	172	297	251	253	280
NM_052886	1667	2055	1991	1866	2081	3315
NM_001083330	238	293	234	799	372	319
NM_006295	915	1122	715	1600	1983	1084
NM_017777	78	96	131	117	154	196
NM_004824	297	365	328	315	482	853
NM_014343	74	91	37	142	172	161
NM_206840	145	179	279	244	406	469
NM_004087	1729	2130	2236	2666	1847	2311
NM_173211	121	149	176	495	281	244
NM_007219	129	159	166	305	668	159
NM_004859	3925	4813	4081	4350	9627	13818
NM_015511	316	390	250	503	728	612
NM_213651	225	277	326	543	922	1387
NM_198947	130	160	161	105	95	165
NM_032714	140	172	109	372	490	375
NM_001080122	1196	1476	1801	3068	2315	2726
NM_001080121	1202	1476	1801	3093	2318	2728
NM_000311	1209	1483	1816	3112	2335	2729
NM_183079	1203	1483	1816	3087	2332	2727
NM_017590	1140	1402	864	2142	2559	2190
NM_053042	261	322	241	348	643	795
NM_001042635	80	104	102	180	178	105
NM_013959	99	54	58	103	53	76
NM_003468	355	358	318	559	512	594
NM_001127897	61	89	83	147	178	169
NM_014347	117	110	77	136	146	262
NM_153211	313	583	430	755	726	385
NM_002447	388	449	571	1002	307	359
NM_007217	184	172	247	434	265	598
NM_032836	45	104	41	73	110	93
NM_023077	189	165	122	215	296	370
NM_030971	195	195	177	312	971	1128
NM_015723	431	254	561	989	1183	1611
NM_001005271	1261	1672	1355	2376	4344	4238
NR_015371	667	342	658	1159	1390	1731
NM_002634	99	184	113	199	301	224
NM_022337	309	216	243	428	530	1851
NM_001005920	120	256	159	280	397	224
NM_139156	192	422	239	420	1036	600
NM_018835	427	220	457	805	1076	1278
NM_001008406	173	112	241	423	403	594
NM_001114121	81	43	60	106	164	201
NM_033239	613	325	528	931	1025	1311
NM_005561	1016	1927	1304	2284	2838	2289
NM_002406	1153	1457	839	1477	3928	1702
NM_001001329	480	787	430	756	1185	857
NM_016339	1607	1302	1293	4932	1511	1559
NM_006118	141	192	122	211	301	309
NM_006903	182	272	367	447	413	425
NM_001098802	138	95	77	154	243	250
NM_012097	234	304	388	451	565	581
NM_005860	55	80	52	56	273	282
NM_032271	923	1012	553	2062	1850	1905
NM_006405	411	287	445	1025	1279	1319
NM_005469	117	180	156	140	237	244
NM_020701	146	278	159	227	363	375
NM_001915	376	765	370	388	674	693
NM_005471	130	158	155	405	342	353
NM_032121	714	1157	884	1442	1848	1898
NM_002654	6398	4498	4243	11358	15936	16413
NM_015042	1038	636	710	1600	1869	1931
NR_002745	11850	36342	93723	75860	22526	23234
NM_016561	262	406	254	417	789	810
NM_201403	306	363	281	780	839	864
NM_020699	900	866	602	1074	1752	1808
NM_002178	63	78	249	717	426	331
NM_001042529	349	431	293	504	596	709
NM_180977	328	407	269	535	736	522
NM_007111	247	307	258	367	477	514
NM_001098479	182	226	253	394	707	850
NM_006444	289	358	345	747	707	700
NM_007279	1155	1432	917	1673	2745	2171
NM_020141	240	297	343	337	587	812
NM_004887	801	993	2023	1886	2100	12143
NM_003406	555	689	635	545	838	3104
NM_144997	212	263	319	808	892	583
NM_007269	131	163	371	257	440	546
NM_001921	145	180	140	458	444	443
NM_001012732	145	180	145	463	445	446
NM_014738	617	762	661	2929	2144	906
NM_001003796	273	339	314	917	697	651
NM_001130475	82	102	134	174	197	312
NM_144609	152	189	172	189	305	364
NM_172214	127	158	110	273	428	273
NM_145279	302	373	280	789	831	847
NM_001114618	1176	1455	851	1503	3964	1720
NM_001035511	131	163	142	292	359	196
NM_001040126	66	82	40	123	173	125
NM_004324	84	104	64	194	299	170
NM_005090	1292	2002	1486	2633	1671	1426
NM_022842	1071	938	845	1499	1087	1881
NM_015272	61	89	83	148	181	170
NM_020243	126	286	221	392	369	267
NM_024824	405	235	501	888	972	1149
NM_005227	77	51	61	109	103	184
NM_001135747	103	291	131	232	273	138
NM_001122607	384	552	296	525	2235	1084
NM_016733	1297	990	1033	1828	2279	2858
NM_005569	1220	954	980	1738	2237	2741
NM_173844	361	654	404	717	873	768
NM_006785	361	654	404	717	877	769
NM_017622	80	117	79	141	314	238
NM_001130029	52	93	65	116	112	82
NM_018087	244	243	181	322	282	331
NM_033238	1075	358	699	1239	1572	2156
NM_001029863	257	218	258	458	584	686
NM_001100603	503	819	747	1323	2387	2220
NM_006285	139	107	152	269	660	6893
NM_001008394	25	122	50	89	113	103
NM_020912	284	565	452	798	794	649
NM_033244	613	325	528	933	1026	1313
NM_033250	608	320	522	924	1010	1295
NM_013382	242	262	145	355	787	818
NM_001428	3594	4051	2840	5807	6016	6257
NM_015155	1209	531	1061	1903	2200	2274
NM_005138	235	219	181	424	709	734
NM_017873	177	159	150	504	466	484
NM_015380	196	417	307	393	472	490
NM_177999	172	142	150	481	445	463
NM_002128	134	233	206	107	200	207
NM_004836	186	309	225	381	512	530
NM_006401	422	421	550	1040	660	685
NM_000593	753	473	580	1436	1748	1808
NM_004140	395	487	285	1317	1095	1132
NM_001126	294	433	539	577	633	658
NM_016484	53	54	82	149	161	167
NM_006461	205	566	231	371	517	536
NM_004147	158	127	142	268	320	333
NM_001033053	897	636	1114	2822	2658	2757
NM_032997	156	96	203	426	337	350
NM_004226	153	202	317	321	625	649
NM_181762	245	204	359	641	810	838
NM_001040446	294	398	439	662	666	691
NM_017798	327	209	405	1144	1092	1132
NM_024093	79	125	99	123	150	156
NM_020902	318	398	244	367	282	356
NM_001080429	318	398	244	367	282	356
NM_014260	56	70	88	126	105	173
NM_172251	55	69	54	120	134	47
NM_015963	292	365	279	500	561	364
NM_001042531	284	354	261	454	505	595
NM_007157	77	96	85	202	291	257
NM_016077	104	130	152	259	291	307
NM_014735	117	146	156	214	222	343
NM_021095	229	285	206	484	680	308
NM_170751	303	377	335	342	501	875
NM_018060	746	932	710	1127	1809	1922
NM_014117	890	1113	953	1456	2498	3860
NM_018198	299	372	305	823	679	573
NM_002695	322	402	231	440	730	314
NM_021873	1335	1666	778	2834	2547	1361
NM_001012478	1151	1431	915	1668	2737	2166
NM_004145	742	928	639	1308	3293	1934
NM_001130065	742	928	639	1308	3293	1934
NM_016475	73	91	163	205	235	369
NM_001098625	73	91	160	202	230	361
NM_003440	106	132	239	142	342	487
NM_006469	856	1065	1482	1667	2384	7817
NM_017789	345	430	273	666	1175	968
NM_001114617	1169	1455	841	1495	3956	1714
NM_173084	139	174	247	360	219	461
NM_203506	785	979	758	1993	2665	1764
NM_024940	266	331	378	755	997	567
NM_015132	410	513	823	864	1540	2659
NM_006319	303	379	191	482	937	721
NM_020936	187	233	290	391	455	497
NM_138559	80	100	132	198	90	225
NM_030955	55	242	96	172	1080	625
NM_005268	178	188	175	313	313	723
NM_004977	28	64	31	56	104	22
NM_031266	776	1233	632	1130	1456	836
NM_000216	63	4	89	159	83	107
NM_018184	558	486	899	1605	1339	1450
NM_013245	485	766	379	678	1353	694
NM_178422	324	171	501	896	495	860
NM_001005273	1252	1681	1345	2392	4344	4236
NM_012160	176	80	268	478	524	665
NM_001136262	690	346	671	1197	1439	1749
NM_181876	584	566	600	1069	1107	1991
NM_021824	91	78	105	188	208	296
NM_080881	270	613	350	626	1750	879
NM_006854	535	874	782	1396	2521	2368
NM_144717	791	736	807	1435	673	1147
NM_001042437	44	88	67	120	214	124
NM_003896	44	88	67	120	214	124
NM_152374	92	173	67	120	490	310
NM_080605	60	156	91	163	326	265
NM_021932	489	390	428	761	1468	1623
NM_020827	271	348	366	655	638	591
NM_025124	184	242	238	240	282	294
NM_032171	138	95	77	154	240	250
NM_001135825	117	96	84	194	213	223
NR_024211	117	96	84	194	215	224
NR_024209	117	96	84	194	215	224
NM_183386	105	158	148	139	217	226
NM_024293	744	785	559	1196	1985	2078
NM_138709	450	267	306	924	1037	1084
NM_001008564	337	460	441	352	893	932
NM_014089	338	460	444	355	897	937
NM_001009608	51	40	114	208	130	136
NM_006811	677	958	632	1105	1988	2069
NM_033495	80	97	94	285	133	139
NM_001007259	54	96	201	92	189	197
NM_001006621	314	235	379	803	880	922
NM_001105566	912	1319	879	1508	2344	2456
NM_001105567	910	1319	879	1507	2344	2456
NM_004760	206	292	361	497	559	582
NM_001006618	216	104	207	564	505	527
NM_022756	111	199	145	117	260	272
NM_001080976	408	261	371	908	1247	1302
NM_023079	880	1053	752	1897	2456	2566
NM_001137552	475	598	633	751	1124	1201
NM_005185	2479	3108	2868	4453	3782	6654
NM_001077445	116	146	146	214	219	342
NM_024963	359	452	208	828	874	906
NM_001083956	497	624	900	1012	1379	1732
NM_138494	497	624	899	1012	1377	1727
NM_003655	182	228	222	312	264	434
NM_152330	1045	1312	1273	1371	1839	4120
NM_001012241	569	713	646	1649	2095	1256
NM_016510	61	77	28	119	130	84
NM_021872	1304	1638	752	2765	2477	1342
NM_018840	410	515	562	910	694	841
NM_004358	1326	1664	766	2816	2539	1357
NM_003642	162	204	263	368	502	620
NM_005868	74	93	93	159	241	387
NM_018181	198	249	275	770	1346	908
NM_005640	82	103	100	243	288	136
NM_005415	394	495	406	1380	1638	1155
NM_001114619	1149	1442	826	1486	3883	1691
NM_001080123	1184	1485	1816	3073	2316	2721
NM_153033	114	143	101	241	536	275
NM_017958	579	727	512	1371	1974	2028
NM_001100623	579	727	512	1371	1976	2032
NM_015094	246	391	167	301	495	297
NM_003384	110	127	150	270	117	188
NM_031283	72	30	99	179	129	173
NM_018697	125	120	164	296	288	1472
NM_001098403	400	268	262	470	523	726
NM_145214	229	431	194	348	582	589
NM_031903	51	70	80	144	193	125
NM_005852	1247	1670	1334	2387	4318	4216
NM_020416	589	571	613	1101	1130	2046
NM_001077628	541	631	538	969	1259	1409
NM_006339	149	232	185	332	419	195
NM_001080496	120	34	64	116	325	4824
NM_206925	1368	580	1124	2017	1614	2837
NM_002069	174	180	269	482	370	1745
NM_001218	1369	580	1124	2017	1618	2844
NM_020368	438	541	364	653	519	574
NM_014387	27	74	54	98	188	82
NM_021979	304	375	579	1041	252	1454
NM_001042692	36	93	85	153	137	84
NM_198941	521	741	467	836	1529	1544
NM_015013	426	511	481	863	965	1688
NM_001014988	27	67	54	98	185	81
NM_001014987	27	67	54	98	185	81
NM_182767	198	5	353	636	141	808
NM_014205	45	73	54	98	127	125
NM_182557	1064	678	853	1529	2576	2909
NM_080604	134	196	125	225	396	270
NM_152527	78	99	150	274	133	43
NM_001039569	127	161	106	211	140	120
NM_133639	435	550	511	790	288	489
NR_003227	66	84	87	240	194	187
NM_033542	163	207	122	347	479	362
NM_025236	66	84	86	78	67	87
NM_006010	122	155	65	118	257	186
NM_015362	111	141	138	102	264	308
NM_203414	111	141	138	103	265	308
NM_007173	145	183	166	243	684	835
NM_032313	212	268	108	309	415	320
NM_201595	236	298	425	485	436	610
NM_001098424	1685	2127	2214	2616	1803	2270
NM_138338	361	458	381	896	894	850
NM_014851	832	1055	901	2881	3432	2285
NM_015698	138	175	139	275	318	209
NM_020440	1644	2078	1036	1793	4101	10781
NM_003935	141	179	162	325	406	253
NM_005389	326	413	452	593	900	1020
NM_001005386	565	715	759	955	1799	2144
NM_005722	565	715	759	955	1799	2144
NM_024751	78	99	185	144	205	275
NM_018372	112	142	153	22	248	622
NR_003032	1772	2244	27600	10172	7254	18397
NM_014567	349	441	260	776	1198	621
NM_033114	60	76	90	134	160	261
NM_001894	671	850	609	1673	1716	1310
NM_003001	132	167	142	294	360	200
NM_014987	64	81	64	167	145	46
NM_018988	286	239	125	411	582	614
NM_176869	196	277	384	490	437	461
NM_033550	200	289	214	343	429	450
NM_182480	51	67	86	82	92	97
NM_012111	285	358	189	589	690	726
NM_003165	132	52	184	572	442	466
NM_152285	254	183	226	572	391	411
NM_002044	147	183	165	393	498	524
NM_006325	291	382	365	573	810	849
NM_203399	479	1011	778	956	1125	1185
NM_005563	479	1011	778	963	1125	1185
NM_203401	479	1011	778	963	1125	1186
NM_020184	233	235	224	457	556	584
NM_022063	152	242	271	265	468	491
NM_001071775	64	118	128	174	214	225
NM_001006617	377	252	413	939	1013	1067
NM_013319	108	100	105	206	268	281
NM_022113	913	1334	884	1528	2368	2485
NM_001006620	326	238	383	822	888	934
NM_022341	98	103	95	226	170	179
NM_002691	207	296	188	294	498	522
NR_002305	150	311	191	311	434	455
NM_017782	1266	1048	1064	1928	2913	3069
NM_007057	147	94	195	414	326	342
NM_139242	58	19	47	89	151	159
NM_018509	539	1125	398	632	1636	1722
NM_017836	173	389	220	297	498	522
NM_003316	639	1028	1263	1066	2529	2652
NM_183373	227	296	267	246	630	664
NR_002743	6968	9720	11098	13147	3502	3676
NM_203285	1141	495	537	974	920	2128
NM_001018837	135	140	106	192	273	291
NM_001135746	116	291	136	246	290	148
NM_001040167	82	159	174	315	454	279
NM_016261	87	49	60	109	129	168
NM_153029	1216	1461	1340	2429	2087	3639
NM_033624	460	486	430	779	884	958
NM_020148	260	340	220	399	1209	545
NM_001128627	251	333	217	394	1198	536
NM_016183	201	291	178	322	349	305
NR_003105	159	136	250	452	333	479
NM_001134338	122	156	164	298	654	158
NM_001134337	122	156	164	298	653	157
NM_203404	160	355	207	374	932	559
NM_153811	45	62	94	171	259	114
NM_001274	82	50	79	144	166	230
NM_152277	135	408	177	320	641	572
NM_020347	54	69	143	59	165	179
NM_014704	264	337	231	346	746	851
NM_001949	185	235	177	481	576	542
NM_001128919	608	777	841	1503	1769	1914
NM_001128918	608	777	841	1503	1769	1914
NM_001001556	158	201	192	424	534	533
NM_003808	77	98	66	303	451	115
NM_172087	77	98	66	300	447	113
NM_032482	713	908	450	948	1604	545
NM_032848	105	134	89	170	243	180
NM_031942	224	285	468	354	305	379
NM_145810	224	285	466	352	298	377
NM_001080402	62	79	51	95	196	101
NM_199184	84	107	106	300	177	125
NM_018671	909	1157	829	1381	1736	1939
NM_001039675	909	1154	827	1381	1737	1940
NM_006411	217	276	163	471	996	684
NM_003647	73	93	141	279	203	81
NM_004759	743	948	587	1150	3022	1865
NM_001042551	289	367	345	747	707	700
NM_015462	201	257	334	298	473	540
NM_001878	365	464	711	860	400	903
NM_022458	379	483	412	1111	1263	537
NM_182529	80	102	132	166	206	315
NM_013386	243	309	344	562	995	1445
NM_001946	600	766	697	1063	1845	4431
NM_016648	143	182	301	259	252	283
NM_152221	678	861	619	1695	1742	1337
NM_001035513	127	162	136	272	350	185
NM_001035512	127	162	136	272	350	185
NM_018319	127	151	191	445	362	383
NM_001008744	127	151	191	445	361	383
NM_014234	66	98	117	80	52	55
NM_153232	106	59	64	128	122	129
NM_018094	57	90	85	84	144	152
NM_177985	225	299	384	437	541	573
NM_001037174	225	299	384	437	541	573
NM_052821	340	373	318	750	702	742
NM_017588	340	373	319	750	700	742
NM_004161	391	537	472	626	997	1054
NM_002139	54	127	121	134	112	119
NM_005776	211	181	377	774	484	511
NM_024666	298	203	332	790	856	909
NM_005137	933	1335	818	1345	1730	1832
NM_003626	445	8386	581	897	1823	1930
NM_002945	489	504	525	1669	1069	1135
NM_007055	377	194	314	588	874	924
NM_001105568	974	1417	955	1565	2477	2617
NM_001005413	128	72	157	356	275	291
NM_024637	59	13	74	258	148	157
NM_001018066	392	856	663	1205	797	297
NM_001018065	392	856	663	1205	797	297
NM_148970	78	123	92	168	256	223
NM_024627	616	717	592	1079	1217	1777
NM_005444	197	203	183	333	367	504
NM_199227	33	88	43	79	75	48
NM_014742	571	607	588	1069	1459	1646
NM_178276	540	691	492	897	724	439
NM_001114173	134	96	162	296	718	1115
NM_015002	460	481	427	778	881	951
NM_001034025	222	347	208	379	511	404
NM_012316	1763	1506	1146	2092	3501	3884
NM_147172	25	55	59	108	127	64
NM_147173	25	55	59	108	127	64
NM_001161	25	56	59	108	131	64
NM_199368	895	1274	807	1470	2777	1788
NM_033044	7581	9706	6514	11877	25940	24809
NM_020865	665	537	973	1767	1226	1814
NM_001114397	662	537	973	1767	1209	1805
NM_024491	94	94	129	236	146	184
NM_001083961	81	265	167	305	235	195
NM_024509	48	66	44	81	154	32
NM_001006605	58	46	78	143	191	289
NM_152237	316	404	339	865	1039	859
NM_001754	598	766	483	908	4216	2346
NM_002376	606	777	840	1503	1764	1907
NM_004436	643	827	476	956	828	816
NM_207042	643	827	476	956	828	818
NM_006246	213	273	214	367	323	398
NM_005498	148	190	219	341	217	432
NM_001042481	1152	1474	1419	1470	1911	4651
NM_080678	101	130	98	149	276	354
NM_017799	160	206	203	379	594	335
NM_201441	196	251	93	229	720	179
NR_023384	63	81	70	166	268	193
NM_173209	116	149	173	503	279	244
NR_015449	63	81	70	154	267	188
NM_024308	71	91	58	219	89	69
NM_024699	161	206	371	354	359	935
NM_004637	1844	2365	2044	3648	4001	6399
NM_015878	1181	1514	1403	1233	2472	5479
NM_022334	84	108	88	142	211	227
NM_006281	189	242	258	190	356	700
NM_001467	91	117	73	154	298	278
NM_017751	133	171	114	234	311	284
NM_017951	133	171	114	234	311	284
NM_021964	656	842	999	1180	1962	2654
NM_022338	88	113	58	130	455	446
NM_015641	406	520	537	708	980	2495
NM_001099225	147	189	170	187	299	356
NM_004667	940	1205	892	1634	2880	2210
NM_145034	390	502	487	310	821	1571
NM_001134387	62	80	70	177	246	219
NM_003190	1141	1463	1115	3317	2907	2461
NM_002754	700	640	472	1004	1067	1140
NM_000270	600	369	245	870	954	1020
NM_018322	60	44	93	184	199	212
NM_015543	364	523	436	579	921	979
NM_001032221	131	52	184	572	436	464
NM_080867	410	342	412	969	1018	1089
NM_199421	410	342	412	970	1022	1089
NM_024545	158	158	205	459	386	412
NM_024670	71	88	71	169	125	133
NM_139281	611	929	706	1104	1312	1396
NM_001017535	469	248	309	988	974	1042
NM_032993	58	75	75	95	95	101
NM_012164	1015	402	880	2253	2302	2450
NM_019606	292	281	234	904	696	741
NM_015241	818	989	912	2314	2134	2276
NM_001008486	123	285	180	228	332	354
NR_002744	4317	12497	41265	45695	25996	27647
NM_053004	69	143	35	54	123	131
NM_014412	83	166	136	200	157	167
NM_017946	93	135	184	159	232	248
NM_001945	394	371	380	698	338	439
NM_001122633	123	0	57	105	178	200
NM_001875	123	0	57	105	178	195
NM_001032280	413	318	483	888	257	875
NM_030649	667	951	811	1483	1431	1391
NM_080799	24	72	47	87	200	52
NM_080803	24	74	47	87	200	52
NM_080802	24	74	47	87	200	52
NM_080801	24	74	47	87	199	52
NM_080800	24	74	47	87	194	52
NM_080807	24	73	47	87	194	52
NM_080806	24	74	47	87	193	52
NM_080804	24	73	47	87	200	52
NM_080809	24	73	47	87	200	52
NM_080808	24	73	47	87	200	52
NM_080811	24	73	47	87	199	52
NM_005203	24	74	47	87	200	52
NM_001130103	24	74	47	87	200	52
NM_020786	118	150	118	217	205	271
NM_003882	19	159	45	83	637	418
NM_003683	306	764	302	554	397	271
NM_001235	444	716	525	965	4739	2237
NM_000251	271	291	393	719	405	573
NM_006026	269	858	493	904	631	492
NM_016079	602	573	687	1259	1405	1535
NM_003926	696	998	493	901	1861	840
NM_001005753	580	556	666	1223	1382	1505
NM_199121	204	477	163	299	806	423
NM_015910	63	122	143	263	230	141
NM_173636	78	263	161	296	234	194
NM_198219	69	107	64	118	224	74
NM_004037	182	389	220	404	1007	592
NM_001014989	28	61	51	94	167	75
NM_020151	942	1408	981	1794	2227	2329
NM_001114620	1158	1491	840	1543	3949	1713
NM_145060	36	120	41	76	85	86
NM_172388	68	126	84	155	426	83
NM_001039570	992	1284	741	1458	2155	1553
NM_001039571	982	1271	738	1447	2151	1542
NM_152236	306	396	325	837	980	842
NM_004514	819	1056	424	798	1499	1511
NM_130446	61	79	63	168	379	185
NM_006452	373	482	387	704	619	694
NM_001128920	588	762	826	1454	1696	1819
NM_003403	360	464	466	824	770	916
NM_183044	209	271	315	248	427	608
NM_007355	2280	2934	1945	3270	5491	6052
NM_183043	209	271	308	247	420	607
NM_005872	84	109	170	151	119	273
NM_001010858	849	1099	547	1488	2142	1834
NM_005966	803	1039	1229	1177	1592	1743
NM_032741	206	267	158	446	957	661
NM_024072	518	670	444	1176	1604	1061
NM_130809	496	639	605	572	1428	1554
NM_001111322	518	670	444	1176	1607	1065
NM_003184	355	460	560	630	922	1552
NM_145690	613	793	687	586	871	3255
NM_001033085	151	195	254	356	486	593
NM_148174	1171	1513	1391	1228	2460	5448
NM_005723	98	127	168	161	179	320
NM_001258	51	66	73	186	156	86
NM_005645	72	93	100	88	138	389
NM_000057	77	100	98	139	147	206
NM_020831	399	516	350	713	1086	738
NM_001077261	1352	1741	1188	2491	4483	2219
NM_001012762	61	79	36	100	152	112
NM_203472	99	128	69	144	351	260
NM_032797	134	173	126	412	489	354
NM_017450	479	711	495	469	568	611
NM_020750	877	945	595	2139	1419	1525
NM_007273	557	843	499	654	1189	1273
NM_024086	281	318	290	798	568	610
NM_013451	1823	1419	2213	4644	4067	4377
NM_138300	489	589	441	905	1235	1325
NM_018183	792	1310	756	1122	1493	1601
NM_005600	127	65	121	254	285	305
NM_031937	379	262	221	465	494	529
NM_024117	356	211	367	887	933	999
NM_000376	465	248	309	982	971	1040
NM_001035516	218	285	191	296	341	365
NM_001006619	365	247	408	907	964	1032
NM_144775	441	220	404	1249	1230	1323
NM_014578	492	1248	423	404	1009	1084
NM_031288	89	66	92	197	156	168
NM_001136043	188	70	160	376	439	471
NM_001008485	129	292	189	243	367	394
NM_006782	113	246	72	107	242	260
NM_012143	301	307	270	527	725	781
NM_001008697	301	307	270	527	725	781
NM_002950	1095	2958	1054	1586	3206	3449
NM_001098673	166	166	126	569	425	455
NM_017755	620	741	714	2573	1208	1297
NM_001040438	111	168	204	377	432	359
NM_020422	213	111	267	494	311	515
NM_001040437	112	168	204	377	434	359
NM_005558	3112	4018	1965	3620	3572	6713
NM_001001890	853	1206	681	1253	5709	3010
NM_001128921	514	696	746	1375	1610	1644
NM_020715	113	153	145	268	143	136
NM_031286	897	774	780	1436	1656	1970
NM_017542	409	302	363	672	859	940
NM_145663	45	130	32	60	90	91
NM_001042717	82	37	201	372	263	421
NM_001004105	147	365	152	282	455	174
NR_002323	1677	1549	1781	3289	4167	5819
NM_015638	903	1280	813	1498	2812	1807
NM_030628	201	503	181	335	550	459
NM_003083	73	138	59	110	234	103
NM_001039916	427	532	337	622	1139	1252
NM_001008407	150	89	217	401	391	518
NM_198082	156	221	163	302	623	359
NM_005313	173	495	197	364	528	561
NM_003040	394	586	326	600	1635	571
NM_006289	3791	1654	2718	5000	18888	153799
NM_032548	96	190	149	275	1032	318
NM_172027	97	190	149	275	1046	317
NM_172028	96	190	149	275	1030	315
NM_001130043	165	215	144	87	264	294
NM_001135650	39	51	69	63	62	91
NM_002775	202	262	340	720	3173	1105
NM_004524	492	640	486	2453	671	265
NM_004735	461	598	621	751	1108	1198
NM_001137553	457	595	610	736	1065	1188
NM_203415	108	141	138	102	261	300
NM_004004	6565	8525	6326	3847	9796	15902
NM_017760	234	304	266	604	353	262
NM_173207	114	148	173	480	277	242
NM_174886	114	148	173	477	277	242
NM_014426	117	152	130	310	263	255
NM_003213	198	258	97	241	741	189
NR_023385	62	81	67	153	266	188
NM_014698	538	699	413	767	1124	620
NM_001039919	396	516	319	588	1033	1168
NM_001018052	360	469	356	849	872	851
NM_018158	178	232	197	416	478	431
NM_014731	120	156	62	282	146	76
NM_006943	151	197	117	757	291	211
NM_001938	522	681	726	703	1309	1730
NM_001009944	733	952	636	1215	2768	1077
NM_000296	733	952	636	1215	2768	1077
NM_006082	500	651	365	810	1396	1056
NM_007059	24	109	67	83	86	93
NM_003526	106	102	99	210	111	120
NM_022453	86	76	86	233	181	196
NM_001130053	662	1192	654	1107	1868	2018
NM_016426	105	80	51	359	290	314
NM_133337	1821	1419	2211	4640	4060	4374
NR_003089	502	787	382	405	679	736
NM_173566	1402	1294	1226	2627	2499	2700
NM_178014	1097	1468	973	1669	2276	2459
NM_001040284	198	295	243	340	464	502
NM_022845	302	950	439	813	935	1011
NM_001755	302	955	448	816	947	1022
NM_001039711	243	275	181	373	502	542
NM_001039712	248	293	188	374	510	550
NM_181746	253	322	236	483	720	780
NM_003863	139	78	100	450	358	387
NM_152903	101	162	113	171	251	272
NM_001127228	74	193	156	120	263	285
